Area (SQFT),Unit Price ($ PSF),Type of Sale,Property Type,Planning Region,Floor,Remaining Tenure,Is Freehold,walk_distance
1259.39,1644,New Sale,Condominium,Central Region,3,96,0,595.0
667.37,1804,New Sale,Apartment,Central Region,8,96,0,253.0
828.83,1651,New Sale,Apartment,West Region,20,97,0,1439.0
828.83,1654,New Sale,Apartment,West Region,21,97,0,1439.0
688.9,2362,New Sale,Apartment,Central Region,11,97,0,849.0
850.36,1911,New Sale,Condominium,Central Region,40,93,0,389.0
1496.2,1649,New Sale,Apartment,West Region,12,97,0,1193.0
828.83,1880,Resale,Condominium,Central Region,4,0,1,482.0
1044.11,2027,New Sale,Apartment,Central Region,41,94,0,619.0
958.0,1445,New Sale,Apartment,West Region,24,96,0,2788.0
1108.69,848,Resale,Condominium,West Region,22,78,0,1167.0
667.37,1731,New Sale,Apartment,Central Region,4,96,0,354.0
688.9,1640,Resale,Apartment,Central Region,3,0,1,478.0
602.78,1498,New Sale,Apartment,Central Region,5,96,0,844.0
1959.05,1699,New Sale,Apartment,Central Region,40,95,0,1299.0
882.65,1450,Resale,Condominium,Central Region,3,0,1,925.0
882.65,1893,New Sale,Apartment,Central Region,10,0,1,779.0
914.94,1285,New Sale,Apartment,North East Region,3,96,0,1460.0
1399.32,1358,Resale,Condominium,Central Region,19,0,1,1193.0
3399.27,1074,Resale,Semi-Detached House,Central Region,0,0,1,1705.0
710.42,1478,Resale,Apartment,West Region,17,91,0,255.0
1054.87,853,Resale,Executive Condominium,West Region,10,89,0,410.0
764.24,1793,New Sale,Apartment,North East Region,13,96,0,414.0
871.88,1296,Resale,Condominium,North East Region,10,90,0,408.0
1453.14,948,Resale,Condominium,West Region,1,0,1,1087.0
624.31,961,Resale,Condominium,East Region,1,88,0,1241.0
893.41,1433,Resale,Apartment,Central Region,35,0,1,709.0
721.19,1988,New Sale,Apartment,Central Region,11,96,0,1568.0
505.91,2767,Resale,Condominium,Central Region,5,0,1,953.0
1420.85,866,Resale,Condominium,North Region,2,0,1,1753.0
742.72,2020,Resale,Apartment,Central Region,17,0,1,640.0
462.85,1577,Resale,Apartment,Central Region,2,0,1,1720.0
2120.51,825,Resale,Executive Condominium,East Region,15,89,0,754.0
1270.15,724,Resale,Apartment,West Region,9,73,0,586.0
527.44,1819,New Sale,Condominium,Central Region,11,96,0,595.0
1657.66,1116,Resale,Apartment,Central Region,31,46,0,667.0
968.76,1084,Resale,Apartment,Central Region,4,0,1,672.0
462.85,1329,Resale,Condominium,West Region,21,89,0,1186.0
914.94,999,Resale,Executive Condominium,North East Region,11,89,0,919.0
742.72,1818,New Sale,Apartment,Central Region,2,96,0,873.0
635.08,1860,New Sale,Apartment,Central Region,2,95,0,1299.0
1108.69,1817,New Sale,Apartment,Central Region,5,96,0,1653.0
3390.66,708,Resale,Terrace House,North East Region,0,0,1,2402.0
2248.6,1316,Resale,Terrace House,West Region,0,0,1,925.0
516.67,1874,New Sale,Condominium,Central Region,3,96,0,568.0
904.18,874,Resale,Condominium,East Region,4,86,0,1033.0
1453.14,1577,New Sale,Condominium,East Region,4,94,0,542.0
1184.04,1686,New Sale,Apartment,Central Region,3,95,0,725.0
1485.43,1684,New Sale,Condominium,Central Region,3,95,0,866.0
710.42,1593,New Sale,Condominium,Central Region,3,95,0,907.0
1033.34,673,Resale,Condominium,North Region,3,76,0,1241.0
742.72,1740,New Sale,Apartment,Central Region,17,96,0,363.0
678.13,1392,New Sale,Condominium,East Region,12,96,0,1589.0
1033.34,1526,New Sale,Apartment,Central Region,1,96,0,363.0
1582.31,1454,Resale,Condominium,Central Region,8,73,0,871.0
990.29,877,Resale,Executive Condominium,North East Region,6,88,0,258.0
1280.92,1344,New Sale,Apartment,West Region,15,96,0,2788.0
1442.38,790,Resale,Condominium,North Region,1,86,0,1095.0
2152.8,2253,New Sale,Semi-Detached House,Central Region,0,0,1,1285.0
6060.13,2455,Resale,Condominium,Central Region,1,0,1,1367.0
968.76,908,Resale,Executive Condominium,West Region,15,89,0,353.0
979.52,1092,Resale,Condominium,North East Region,14,85,0,1148.0
1625.36,1784,Resale,Condominium,Central Region,4,0,1,1529.0
1302.44,743,Resale,Executive Condominium,West Region,7,81,0,631.0
1044.11,1655,New Sale,Apartment,West Region,5,97,0,1448.0
904.18,1567,New Sale,Apartment,North East Region,12,96,0,2136.0
505.91,1364,Resale,Apartment,Central Region,5,0,1,963.0
4477.82,710,Resale,Semi-Detached House,Central Region,0,0,1,3051.0
1999.95,1300,Resale,Terrace House,North East Region,0,0,1,906.0
3938.55,1003,Resale,Semi-Detached House,East Region,0,0,1,997.0
1140.98,1736,New Sale,Condominium,Central Region,21,96,0,576.0
1614.6,941,Resale,Terrace House,West Region,0,75,0,1347.0
699.66,2299,Resale,Apartment,Central Region,17,89,0,182.0
1001.05,874,Resale,Condominium,East Region,3,88,0,2240.0
861.12,894,Resale,Condominium,North East Region,3,89,0,320.0
527.44,1577,New Sale,Apartment,North East Region,7,96,0,1319.0
635.08,1507,New Sale,Apartment,North East Region,6,96,0,1351.0
990.29,884,Resale,Executive Condominium,East Region,9,89,0,1559.0
925.7,1374,New Sale,Condominium,East Region,13,95,0,1935.0
1991.34,814,Resale,Executive Condominium,East Region,15,89,0,738.0
742.72,1764,New Sale,Apartment,Central Region,15,96,0,348.0
1022.58,1532,New Sale,Apartment,Central Region,3,96,0,348.0
1668.42,1533,New Sale,Apartment,West Region,19,97,0,1282.0
484.38,1476,New Sale,Apartment,North East Region,4,96,0,987.0
2325.02,1049,New Sale,Terrace House,North East Region,0,96,0,1895.0
516.67,1783,New Sale,Apartment,Central Region,1,96,0,847.0
1108.69,983,Resale,Executive Condominium,North East Region,6,89,0,894.0
688.9,1820,New Sale,Apartment,Central Region,5,95,0,457.0
1033.34,1294,New Sale,Condominium,East Region,7,96,0,1572.0
914.94,1235,New Sale,Condominium,East Region,2,96,0,1572.0
1054.87,1864,New Sale,Apartment,Central Region,24,95,0,1299.0
753.48,2292,Resale,Apartment,Central Region,25,89,0,182.0
462.85,2181,New Sale,Apartment,Central Region,39,95,0,725.0
1184.04,1682,New Sale,Apartment,Central Region,2,95,0,725.0
742.72,1633,New Sale,Condominium,Central Region,4,95,0,773.0
484.38,2040,New Sale,Apartment,Central Region,1,96,0,145.0
688.9,1973,New Sale,Apartment,Central Region,13,95,0,457.0
990.29,1492,New Sale,Apartment,West Region,35,96,0,2783.0
430.56,2741,New Sale,Apartment,Central Region,35,97,0,370.0
861.12,1916,New Sale,Condominium,Central Region,42,93,0,349.0
904.18,1159,New Sale,Condominium,East Region,8,96,0,1893.0
914.94,1222,New Sale,Condominium,East Region,2,96,0,1633.0
979.52,944,Resale,Executive Condominium,West Region,4,89,0,952.0
785.77,2270,Resale,Apartment,Central Region,20,89,0,182.0
904.18,1159,New Sale,Condominium,East Region,8,96,0,1893.0
473.62,1843,New Sale,Apartment,Central Region,2,96,0,840.0
592.02,1870,New Sale,Apartment,Central Region,9,95,0,457.0
850.36,1577,New Sale,Apartment,North East Region,13,96,0,2135.0
635.08,1438,New Sale,Apartment,North East Region,2,96,0,979.0
581.26,1469,New Sale,Condominium,East Region,11,96,0,1589.0
484.38,1553,New Sale,Apartment,North East Region,10,96,0,979.0
678.13,1323,New Sale,Condominium,East Region,3,96,0,1450.0
527.44,1727,New Sale,Apartment,Central Region,3,96,0,399.0
538.2,1796,New Sale,Condominium,Central Region,5,95,0,876.0
678.13,1323,New Sale,Condominium,East Region,3,96,0,1516.0
710.42,1641,New Sale,Condominium,Central Region,4,95,0,773.0
635.08,1921,New Sale,Apartment,Central Region,12,95,0,462.0
990.29,1317,New Sale,Condominium,East Region,14,95,0,1929.0
602.78,1428,New Sale,Condominium,East Region,6,95,0,1872.0
635.08,1535,New Sale,Apartment,North East Region,8,96,0,1319.0
1022.58,1392,New Sale,Apartment,West Region,6,94,0,2947.0
505.91,1866,New Sale,Apartment,Central Region,4,95,0,1299.0
1065.64,1517,New Sale,Apartment,West Region,35,96,0,2783.0
990.29,1480,New Sale,Apartment,West Region,32,96,0,2783.0
688.9,1998,New Sale,Condominium,Central Region,3,96,0,527.0
1001.05,1498,New Sale,Apartment,North East Region,12,96,0,1351.0
473.62,1588,New Sale,Apartment,North East Region,8,96,0,1319.0
678.13,1652,New Sale,Apartment,Central Region,2,96,0,305.0
1033.34,1290,New Sale,Condominium,East Region,4,96,0,1497.0
785.77,1945,New Sale,Apartment,Central Region,34,95,0,1228.0
958.0,1596,New Sale,Apartment,Central Region,3,96,0,292.0
1280.92,1540,New Sale,Apartment,Central Region,2,97,0,1137.0
882.65,1286,New Sale,Condominium,East Region,4,96,0,1589.0
419.8,1910,New Sale,Apartment,Central Region,16,96,0,297.0
775.01,1606,New Sale,Condominium,Central Region,1,95,0,876.0
635.08,1453,New Sale,Apartment,North East Region,1,96,0,1336.0
721.19,1625,New Sale,Apartment,West Region,12,97,0,1352.0
893.41,1638,New Sale,Apartment,West Region,9,97,0,1439.0
1054.87,1762,New Sale,Condominium,Central Region,4,95,0,866.0
462.85,2171,New Sale,Apartment,Central Region,38,95,0,725.0
516.67,1454,New Sale,Apartment,North East Region,15,96,0,1492.0
882.65,1060,New Sale,Executive Condominium,North Region,1,96,0,690.0
688.9,2340,New Sale,Apartment,Central Region,14,97,0,782.0
602.78,1483,New Sale,Condominium,East Region,14,95,0,1929.0
602.78,1442,New Sale,Condominium,East Region,8,95,0,1872.0
796.54,2225,New Sale,Apartment,Central Region,3,0,1,663.0
914.94,1331,New Sale,Condominium,East Region,8,96,0,1446.0
936.47,1396,New Sale,Apartment,West Region,9,94,0,2883.0
1022.58,1407,New Sale,Apartment,West Region,7,94,0,2319.0
635.08,1872,New Sale,Apartment,Central Region,4,95,0,1299.0
505.91,1913,New Sale,Apartment,Central Region,10,95,0,1299.0
678.13,2025,New Sale,Apartment,Central Region,20,95,0,1299.0
1022.58,1420,New Sale,Apartment,West Region,9,94,0,2319.0
1130.22,1274,New Sale,Condominium,East Region,1,95,0,1917.0
1097.93,1220,New Sale,Condominium,East Region,15,95,0,1935.0
914.94,1366,New Sale,Condominium,East Region,7,96,0,1497.0
678.13,1985,New Sale,Apartment,Central Region,15,95,0,1299.0
1643.66,2013,Resale,Terrace House,North East Region,0,0,1,2372.0
699.66,1665,New Sale,Apartment,Central Region,2,97,0,1137.0
1205.57,1078,Resale,Condominium,North East Region,15,89,0,553.0
882.65,1737,New Sale,Apartment,Central Region,1,97,0,1047.0
764.24,2342,Resale,Apartment,Central Region,30,89,0,182.0
1743.77,912,Resale,Condominium,West Region,4,74,0,1730.0
656.6,1828,Resale,Apartment,Central Region,56,80,0,389.0
473.62,1784,New Sale,Apartment,Central Region,1,96,0,906.0
3326.08,850,Resale,Condominium,Central Region,5,0,1,649.0
430.56,2467,New Sale,Apartment,Central Region,12,97,0,370.0
775.01,1852,Resale,Apartment,Central Region,6,0,1,1616.0
1076.4,1598,New Sale,Apartment,West Region,5,97,0,1351.0
1097.93,1793,Resale,Apartment,Central Region,5,0,1,1561.0
419.8,1215,Resale,Apartment,Central Region,6,0,1,763.0
473.62,1571,New Sale,Apartment,North East Region,10,96,0,2041.0
484.38,1553,New Sale,Apartment,North East Region,10,96,0,979.0
1259.39,1749,New Sale,Condominium,Central Region,10,96,0,592.0
484.38,1470,New Sale,Apartment,North East Region,3,96,0,987.0
2852.46,2333,Resale,Condominium,Central Region,16,0,1,1457.0
1205.57,2617,Resale,Apartment,Central Region,31,89,0,182.0
699.66,1849,New Sale,Apartment,Central Region,4,95,0,405.0
850.36,1996,New Sale,Apartment,Central Region,8,95,0,277.0
958.0,1463,New Sale,Apartment,West Region,28,96,0,2788.0
710.42,1651,New Sale,Apartment,West Region,8,97,0,1351.0
1097.93,1802,Resale,Apartment,Central Region,5,0,1,1561.0
2852.46,2333,Resale,Condominium,Central Region,16,0,1,1457.0
462.85,2122,New Sale,Condominium,Central Region,9,95,0,302.0
1033.34,1670,New Sale,Apartment,Central Region,5,96,0,297.0
807.3,1889,New Sale,Condominium,Central Region,15,93,0,389.0
1001.05,1853,New Sale,Condominium,Central Region,40,93,0,389.0
1313.21,1142,Resale,Condominium,Central Region,7,73,0,871.0
688.9,2125,New Sale,Apartment,Central Region,35,96,0,1568.0
602.78,1431,New Sale,Condominium,East Region,9,95,0,1917.0
699.66,2338,New Sale,Apartment,Central Region,10,97,0,370.0
527.44,1797,New Sale,Apartment,Central Region,2,96,0,363.0
699.66,2327,New Sale,Apartment,Central Region,9,97,0,370.0
505.91,1755,Resale,Apartment,Central Region,2,0,1,561.0
1280.92,1352,New Sale,Apartment,West Region,17,96,0,2788.0
764.24,1659,New Sale,Condominium,Central Region,2,96,0,674.0
1302.44,2534,Resale,Condominium,Central Region,3,0,1,732.0
462.85,1383,Resale,Condominium,East Region,8,86,0,857.0
742.72,1694,New Sale,Apartment,Central Region,2,96,0,348.0
602.78,1443,New Sale,Condominium,East Region,7,95,0,1872.0
699.66,1729,New Sale,Apartment,Central Region,3,97,0,1137.0
2281.97,1424,Resale,Condominium,Central Region,18,79,0,430.0
893.41,1627,New Sale,Apartment,Central Region,4,97,0,1016.0
742.72,2455,New Sale,Condominium,Central Region,11,0,1,2091.0
462.85,1350,Resale,Condominium,East Region,4,0,1,1073.0
667.37,1364,Resale,Condominium,West Region,8,0,1,1096.0
1001.05,1898,Resale,Apartment,Central Region,23,0,1,568.0
635.08,1460,New Sale,Apartment,North East Region,2,96,0,1336.0
1237.86,1024,Resale,Executive Condominium,North East Region,12,89,0,953.0
818.06,1895,Resale,Condominium,Central Region,10,0,1,897.0
796.54,954,Resale,Executive Condominium,East Region,5,89,0,1499.0
1377.79,878,Resale,Condominium,East Region,3,0,1,1852.0
667.37,1533,New Sale,Apartment,North East Region,10,96,0,1319.0
925.7,1429,New Sale,Apartment,North East Region,2,96,0,1351.0
2174.33,667,Resale,Apartment,East Region,4,0,1,1010.0
4445.53,675,New Sale,Semi-Detached House,North East Region,0,95,0,767.0
1205.57,1443,Resale,Apartment,Central Region,7,0,1,1445.0
2917.04,710,Resale,Terrace House,Central Region,0,0,1,1043.0
462.85,2679,New Sale,Apartment,Central Region,5,0,1,249.0
1011.82,1532,Resale,Condominium,Central Region,8,69,0,1141.0
904.18,2000,Resale,Apartment,Central Region,5,0,1,1561.0
1657.66,971,Resale,Apartment,Central Region,10,0,1,1278.0
699.66,1724,New Sale,Condominium,Central Region,3,95,0,818.0
1119.46,729,Resale,Executive Condominium,North Region,12,82,0,893.0
925.7,867,Resale,Condominium,North Region,5,86,0,1161.0
1720.09,1209,Resale,Terrace House,East Region,0,0,1,1111.0
19986.6,1063,Resale,Detached House,Central Region,0,0,1,2454.0
1076.4,1630,New Sale,Apartment,West Region,14,97,0,1352.0
1453.14,818,Resale,Condominium,East Region,1,90,0,2467.0
1894.46,1584,Resale,Condominium,Central Region,13,72,0,2880.0
742.72,1841,New Sale,Apartment,Central Region,4,96,0,873.0
1700.71,882,Resale,Condominium,East Region,5,0,1,1874.0
1227.1,1643,New Sale,Apartment,Central Region,1,96,0,348.0
1345.5,892,Resale,Executive Condominium,North East Region,13,88,0,223.0
688.9,2084,New Sale,Apartment,Central Region,27,96,0,1653.0
796.54,3076,New Sale,Apartment,Central Region,8,0,1,982.0
1022.58,1403,New Sale,Apartment,West Region,6,94,0,2319.0
936.47,1399,New Sale,Apartment,West Region,13,94,0,2883.0
990.29,1048,New Sale,Executive Condominium,North East Region,17,96,0,672.0
775.01,1755,New Sale,Apartment,Central Region,1,96,0,786.0
1119.46,1009,Resale,Executive Condominium,North East Region,16,89,0,991.0
484.38,1842,New Sale,Apartment,Central Region,1,96,0,836.0
516.67,1415,New Sale,Apartment,North East Region,9,96,0,1405.0
1001.05,1695,New Sale,Condominium,Central Region,5,95,0,907.0
1840.64,1739,Resale,Apartment,Central Region,10,0,1,814.0
2204.47,1783,Resale,Semi-Detached House,Central Region,0,0,1,1462.0
1119.46,1501,Resale,Apartment,Central Region,11,0,1,868.0
2218.46,1789,Resale,Terrace House,North East Region,0,0,1,2359.0
1237.86,848,Resale,Condominium,North East Region,15,79,0,1716.0
839.59,1731,New Sale,Apartment,Central Region,1,96,0,399.0
484.38,1565,New Sale,Apartment,North East Region,10,96,0,1300.0
958.0,1596,New Sale,Apartment,Central Region,2,96,0,292.0
1679.18,852,Resale,Condominium,Central Region,8,62,0,3640.0
1237.86,994,Resale,Executive Condominium,North East Region,7,89,0,953.0
1022.58,1309,New Sale,Apartment,North East Region,1,96,0,1300.0
1033.34,1728,New Sale,Apartment,Central Region,14,96,0,297.0
1011.82,1754,Resale,Apartment,Central Region,13,0,1,542.0
914.94,960,Resale,Executive Condominium,North East Region,7,89,0,894.0
484.38,1565,New Sale,Apartment,North East Region,10,96,0,1300.0
764.24,2351,Resale,Apartment,Central Region,31,89,0,182.0
667.37,1334,Resale,Apartment,Central Region,13,74,0,324.0
775.01,1133,Resale,Condominium,North East Region,12,89,0,522.0
678.13,1967,New Sale,Apartment,Central Region,12,95,0,1299.0
882.65,1319,New Sale,Condominium,East Region,8,96,0,1589.0
688.9,1974,New Sale,Apartment,Central Region,30,95,0,1299.0
1517.72,2318,Resale,Apartment,Central Region,48,89,0,1232.0
1517.72,2364,Resale,Apartment,Central Region,51,89,0,1232.0
1356.26,2433,Resale,Apartment,Central Region,51,89,0,1232.0
871.88,2867,Resale,Condominium,Central Region,26,0,1,953.0
678.13,1315,New Sale,Condominium,East Region,2,96,0,1604.0
484.38,1553,New Sale,Apartment,North East Region,10,96,0,1351.0
1108.69,963,Resale,Executive Condominium,North East Region,12,89,0,894.0
602.78,1478,New Sale,Apartment,Central Region,5,96,0,805.0
1033.34,1342,New Sale,Condominium,East Region,5,96,0,1619.0
721.19,1482,New Sale,Apartment,North East Region,4,96,0,1402.0
925.7,1118,Resale,Condominium,West Region,3,0,1,1002.0
2955.79,1063,Resale,Terrace House,North East Region,0,0,1,2325.0
742.72,1692,New Sale,Apartment,West Region,17,97,0,1351.0
484.38,1643,New Sale,Apartment,North East Region,15,96,0,1336.0
1076.4,1000,New Sale,Executive Condominium,North Region,11,96,0,549.0
850.36,1933,New Sale,Condominium,Central Region,42,93,0,389.0
947.23,1755,New Sale,Apartment,Central Region,3,96,0,1568.0
656.6,2169,New Sale,Apartment,Central Region,27,96,0,1653.0
1765.3,1274,New Sale,Condominium,East Region,10,95,0,1935.0
1108.69,1268,New Sale,Apartment,West Region,16,94,0,2883.0
1356.26,2418,Resale,Apartment,Central Region,50,89,0,1232.0
1205.57,1037,Resale,Condominium,East Region,12,90,0,1587.0
731.95,1664,New Sale,Apartment,West Region,21,97,0,1458.0
1151.75,890,Resale,Executive Condominium,North East Region,11,88,0,831.0
2801.87,1285,Resale,Terrace House,North East Region,0,0,1,1941.0
462.85,1486,Resale,Apartment,North East Region,13,89,0,835.0
764.24,1712,New Sale,Condominium,Central Region,10,96,0,541.0
1453.14,826,Resale,Apartment,Central Region,15,57,0,1687.0
473.62,2551,New Sale,Condominium,Central Region,4,0,1,1492.0
3735.11,803,Resale,Condominium,Central Region,1,57,0,2379.0
1517.72,2043,New Sale,Apartment,Central Region,21,0,1,2028.0
1259.39,1801,New Sale,Condominium,Central Region,19,96,0,592.0
785.77,2195,Resale,Apartment,Central Region,19,89,0,182.0
1033.34,1670,New Sale,Apartment,Central Region,3,96,0,292.0
2228.15,1391,Resale,Condominium,Central Region,5,79,0,430.0
656.6,1005,Resale,Apartment,Central Region,1,52,0,938.0
990.29,1269,New Sale,Condominium,East Region,1,95,0,1929.0
1162.51,2499,Resale,Apartment,Central Region,22,89,0,182.0
452.09,1640,New Sale,Apartment,North East Region,10,95,0,2256.0
592.02,1453,New Sale,Condominium,East Region,9,96,0,1670.0
1517.72,2134,Resale,Apartment,Central Region,38,89,0,1232.0
861.12,1417,Resale,Condominium,East Region,3,0,1,1821.0
785.77,1782,Sub Sale,Apartment,Central Region,9,94,0,619.0
947.23,1940,New Sale,Apartment,Central Region,1,96,0,906.0
3207.67,3398,Resale,Condominium,Central Region,2,0,1,1367.0
667.37,1590,New Sale,Apartment,North East Region,6,96,0,1402.0
882.65,1279,New Sale,Condominium,East Region,3,96,0,1589.0
2098.98,1505,New Sale,Condominium,Central Region,5,96,0,595.0
731.95,2100,New Sale,Apartment,Central Region,35,96,0,1653.0
